# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.1b2 (February 2015); http://hmmer.org/
# Copyright (C) 2015 Howard Hughes Medical Institute.
# Freely distributed under the GNU General Public License (GPLv3).
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/arjen/16/PGCleanTarget/Train2/Training/Hmmr-Build/hmm_preGroup_1.txt
# target sequence database:        /home/arjen/16/PGCleanTarget/Train2/TrSeqFile
# show alignments in output:       no
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       Mafft_preGroup_1  [M=426]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  120.3   4.5   8.1e-37   8.1e-37      44     411 ..      30     374 ..      10     398 .. 0.86

>> P87160_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  119.0   3.3     2e-36     2e-36      44     411 ..      30     374 ..      10     398 .. 0.86

>> A2R3G4_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  117.8   0.3   4.7e-36   4.7e-36      44     411 ..      33     377 ..      10     402 .. 0.83

>> B8NKB9_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.3   6.9   1.4e-35   1.4e-35      42     410 ..      31     385 ..       2     404 .. 0.83

>> Q00001_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  116.1   6.8   1.5e-35   1.5e-35      44     411 ..      30     373 ..      11     400 .. 0.83

>> O97400_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.8   6.8   1.5e-34   1.5e-34      49     400 ..      10     356 ..       5     366 .. 0.84

>> Q0CFC7_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  112.3   0.1   2.2e-34   2.2e-34      44     409 ..      32     374 ..       8     402 .. 0.84

>> Q2U7A4_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   85.1   9.4     4e-26     4e-26      42     410 ..      31     368 ..       2     386 .. 0.81

>> A2QXE8_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   92.9   4.2   1.8e-28   1.8e-28      41     401 ..      31     369 ..       2     404 .. 0.82



Internal pipeline statistics summary:
-------------------------------------
Query model(s):                              1  (426 nodes)
Target sequences:                          140  (58668 residues searched)
Passed MSV filter:                       140  (1); expected 2.8 (0.02)
Passed bias filter:                      140  (1); expected 2.8 (0.02)
Passed Vit filter:                       140  (1); expected 0.1 (0.001)
Passed Fwd filter:                       140  (1); expected 0.0 (1e-05)
Initial search space (Z):                140  [actual number of targets]
Domain search space  (domZ):             140  [number of targets reported over threshold]
# CPU time: 1.57u 0.00s 00:00:01.57 Elapsed: 00:00:01.58
# Mc/sec: 15.82
//
[ok]
