# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.1b2 (February 2015); http://hmmer.org/
# Copyright (C) 2015 Howard Hughes Medical Institute.
# Freely distributed under the GNU General Public License (GPLv3).
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/arjen/16/PGCleanTarget/Train11/Training/Hmmr-Build/hmm_preGroup_1.txt
# target sequence database:        /home/arjen/16/PGCleanTarget/Train11/TrSeqFile
# show alignments in output:       no
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       Mafft_preGroup_1  [M=378]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 ?   -0.5   0.1       3.1       3.1     196     226 ..      24      56 ..       9     105 .. 0.66
   2 !   59.8   6.5   1.5e-18   1.5e-18     127     361 ..     123     357 ..      68     364 .. 0.83

>> Q2U7A4_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.6   6.5   3.7e-15   3.7e-15      36     280 ..      52     294 ..      30     299 .. 0.79
   2 !   12.1   0.1   0.00045   0.00046     327     371 ..     319     364 ..     292     372 .. 0.77

>> A2QYE5_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   57.8   7.9   5.9e-18     6e-18      24     354 ..      31     358 ..      23     377 .. 0.75

>> A2QXE8_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.3   8.0   7.1e-17   7.2e-17       5     353 ..      14     362 ..      10     375 .. 0.80

>> P58598_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.1   1.0   3.3e-16   3.3e-16     177     296 ..     281     403 ..     270     428 .. 0.85

>> A1DED1_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.4   4.6   2.1e-15   2.1e-15      23     351 ..      33     358 ..      13     379 .. 0.76

>> Q4WV23_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.4   4.7   4.4e-15   4.5e-15      23     350 ..      33     357 ..      11     379 .. 0.74

>> B0Y0Q3_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.4   4.7   4.4e-15   4.5e-15      23     350 ..      33     357 ..      11     379 .. 0.74

>> P20041_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   47.1   0.5     1e-14   1.1e-14     177     295 ..     279     400 ..     268     422 .. 0.87

>> A7PZL3_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   43.9   0.5     1e-13   1.1e-13     121     357 ..     192     428 ..     157     453 .. 0.72

>> P27644_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   32.2   1.2   3.7e-10   3.7e-10     176     298 ..      67     201 ..      20     215 .. 0.81



Internal pipeline statistics summary:
-------------------------------------
Query model(s):                              1  (378 nodes)
Target sequences:                          140  (58668 residues searched)
Passed MSV filter:                       140  (1); expected 2.8 (0.02)
Passed bias filter:                      139  (0.992857); expected 2.8 (0.02)
Passed Vit filter:                       139  (0.992857); expected 0.1 (0.001)
Passed Fwd filter:                       139  (0.992857); expected 0.0 (1e-05)
Initial search space (Z):                140  [actual number of targets]
Domain search space  (domZ):             139  [number of targets reported over threshold]
# CPU time: 1.96u 0.00s 00:00:01.96 Elapsed: 00:00:01.96
# Mc/sec: 11.31
//
[ok]
